gene_id	3m_rep1	3m_rep2	3m_rep3	3m_rep4	3m_rep5	3m_RM_rep1	3m_RM_rep2	3m_RM_rep3	3m_RM_rep4	3m_RM_rep5	3m_KO_rep1	3m_KO_rep2	3m_KO_rep3	3m_KO_rep4	3m_KO_rep5	3m_KO_RM_rep1	3m_KO_RM_rep2	3m_KO_RM_rep3	3m_KO_RM_rep4	3m_KO_RM_rep5	9m_rep1	9m_rep2	9m_rep9	9m_rep4	9m_rep5	9m_RM_rep1	9m_RM_rep2	9m_RM_rep9	9m_RM_rep4	9m_RM_rep5	9m_KO_rep1	9m_KO_rep2	9m_KO_rep9	9m_KO_rep4	9m_KO_rep5	9m_KO_RM_rep1	9m_KO_RM_rep2	9m_KO_RM_rep9	9m_KO_RM_rep4	9m_KO_RM_rep5
gene_11	4.72134805907535	4.09157119917708	4.4049498303461	3.18048666471108	1.67840011976694	4.12901071170342	1.41536596966928	4.03331472808854	4.12718262278432	4.34117337937415	3.67568242322693	2.42252607862266	3.79518577768497	3.16355883479086	2.0658972751427	3.68887082470864	3.83348226841205	4.34422361496845	4.14362319829866	4.20020799053312	2.40825187920249	1.51837657101617	1.61287120729082	1.63340611046359	4.56619691175423	0.80853064799023	0.835998049836165	1.48402109689889	0.775521823403122	1.16695913518774	1.88431551236774	1.11192955617424	0.709127909788283	1.10785758699361	0.770609124407719	0	0.57740534477342	1.45783292888505	1.28148218624955	0.55987641601807
gene_12	4.74922572618766	4.61011237030563	4.48740586435561	3.92507611305169	3.55775095290671	4.46908302403046	2.85625286728006	4.73127629726426	4.4840869721389	4.67780861388885	4.094414025786	2.90990698532089	3.95989101056416	3.26017070770318	3.03708756212903	3.83972324801111	4.17668342995639	4.53616302335735	4.58773822825089	4.29263693855943	3.38853472671876	2.672120980736	3.46740287842275	3.23523774319196	4.71161593899804	1.88957952476996	2.17929887147426	2.75689940401754	2.7384824670368	1.63218794209128	1.38966904673749	1.94717467561942	1.52761226810345	1.45307399338252	2.20527496576634	1.3854183233051	1.80387848207432	2.59716280861341	1.61333076826857	2.19771361066172
gene_13	2.59167256944795	3.64147642569379	3.33384178274241	3.01521945508002	2.98701204211643	3.29592822641017	3.34931969719411	3.00924288505335	3.72539447067516	3.13331255480944	1.46017354665036	1.42852110357131	1.49033302452551	1.55891111714061	0.794227268097585	2.34383919288381	1.67774327450897	0.974782102905649	1.37624093659121	1.49693328151559	2.00152518442067	2.45597448624474	2.69411549128494	2.71971818002794	2.97221715345809	2.48116957371102	1.74002899572743	3.41539755808448	3.57416811441724	2.46248346205935	1.48876305505508	0.751823890694146	0.368370053155894	0.183142080870032	0.351524164181429	1.02773449507987	0.606843390378881	0.654614894649684	0.612066381965497	0.521936773192488
gene_14	3.10139554656667	2.70030730775202	3.77149830693875	2.98195495670555	2.94356490305844	2.5768262630847	3.09520113603263	2.5538583162282	1.95267271832887	2.37423029911931	0.727331648891272	0.359947780003008	1.18741583924726	0.699117783542688	1.02631669239898	2.26599095030042	1.52950517005429	1.31472394151775	0.966108002847504	0.568760824240694	3.69726050464512	3.54561478059527	4.03812444562345	3.44171801024288	3.32718408040024	3.10956750916796	3.1884669180226	2.92754500552264	2.69911779933129	2.90631471146854	0	0.135814031890493	0.397701993661572	0.13050912860697	0.63136550863776	1.49364399818959	1.18578003390919	0.881895220543914	0.535864363159413	0.656146446541333
gene_15	7.8669042939804	6.80261775079392	7.20321401349571	6.32170524184382	6.31123872625731	6.94530260561121	5.26166340978482	6.90162332555844	6.39576071570268	7.13095307729039	5.86354325435947	5.69576306331124	6.81679084688007	6.58980940645198	6.59772923835895	6.63512115232979	7.73756068976371	7.59793436778797	7.59734254630878	8.08512551844204	5.9136867578112	4.55841602947384	6.03399879232147	5.23231861737818	6.8169084881435	3.3184560908383	3.44607849063037	4.5856261748037	4.52718272608063	2.46552882898416	6.09985438868861	4.34736757172301	4.16348265473432	3.24948111827593	4.33316221834633	3.38326624337151	3.43378735877675	4.33457874489812	3.73201559379117	3.95671247879287
gene_16	5.87890264992918	5.29749759082794	6.61092808116169	6.03206305348249	5.58752787334152	5.75541740175423	5.2505596619045	5.34881392232826	5.11547585977767	5.72701607633406	3.37016545630456	3.53512042232436	4.23449394667125	4.10462781225711	4.32582193034726	4.47502276275525	4.3569840036689	4.53076929812118	4.21667819771879	4.24245351955422	6.28134297816321	6.17891943392154	6.19269919411998	6.32014638825247	6.48366922352557	5.24451365210548	4.60688107196648	5.84363466148171	6.16490146992908	5.33534730721044	3.35080245377273	3.09602060791731	3.48339420480697	2.84597155347147	3.104721460342	4.22343867038435	4.40968570418419	4.03026506955227	3.20391275123668	3.4141612118318
gene_17	5.26867238461835	4.99466053154483	5.12912984118264	3.9523773035153	3.12445181817012	4.64125170072014	1.84020716433706	4.51147665229113	4.17281262801052	4.65635520287067	4.40223025277673	2.6440166530914	4.79506996059032	4.67959109835654	3.13870369393543	3.80481831643291	4.29519136842406	5.1309956573516	4.74052015627191	4.78321840111961	3.02881393610078	2.28008270950521	2.54653708641878	2.35288397886755	4.2707998732915	0.516529544747903	0.342288828935124	1.71963351662717	0.855108904548964	0.605732390247561	1.96937626525326	2.34822620902705	2.155133556793	1.11705498351031	1.82496036986597	0.78038304400708	0.91355117175055	1.6918070864884	1.37125263892551	0.817229907555888
gene_18	3.29483302948017	3.57500909119724	3.70088423680174	3.21585272721815	3.52375867884401	3.06632714717027	3.80096282336687	3.18710869550082	2.64590961389522	3.08016837659724	0.920415782628253	0.886753554767172	1.35913457928289	1.62524293283324	1.4107124476699	2.12583188759661	1.69455712266925	1.32263714245234	1.06534847504124	0.771106518638851	2.63967574813589	3.02569157107129	3.2238911202344	3.09468049381219	3.0329552926979	2.77544643083968	2.54500425856084	2.39177581783748	3.049014161833	2.35239590891569	0.0919634614324554	0.916004117093152	1.03171345519647	0.47158143625675	1.3617707605806	1.05647181996966	1.58911723323655	1.20202955798233	1.19271477018797	0.956766188149485
gene_19	5.56886161184175	5.88470996153124	5.26481151773484	5.7287237103862	5.7274598342182	5.31556033726491	5.65514077439665	6.02897145419307	5.3835693399977	5.09963172927583	3.06199155077333	3.61366500082095	3.01494586134937	3.86961688703631	3.31883822603865	4.25404121292238	4.22003473810477	4.05062013257402	5.0451921696461	4.26150872626164	5.44423513386022	5.82059787847168	5.64566723579473	5.11183096923033	5.12081946508636	5.9792311363164	6.78725105990422	5.15642666112146	5.47296114036856	5.85141808636774	3.33583836553272	2.48822371690976	3.78131051333213	2.54590652066223	3.00682662663838	3.82531944146067	3.95697676952253	3.98727094323499	4.02348242347538	3.62492498277766
gene_20	11.3564648896615	11.5052285768447	10.993848245557	10.8661576009415	9.94083730813567	11.4278595494019	10.9015088489741	11.7774571776574	11.381064621666	11.2593741660038	10.4584855395959	10.7995468025947	10.5136963791511	9.96227742377688	10.4798196571033	11.4611765008312	11.3869786435578	11.791102916879	11.8140123807227	11.2220605325907	9.3082339718159	8.38865039826085	9.8767578573909	9.98707825025514	11.2471308588136	9.43716426936978	10.6604075530856	10.4446187201766	10.7118947440864	10.4943612540769	8.69528027500932	9.46932028209466	7.41558893080233	8.81420453151544	8.19880775044439	9.11230601402009	10.5268005118361	11.2424071074434	10.3099101933669	10.1147036620956
gene_21	7.62335364228802	7.66177005337553	7.60690409832252	7.48265511118975	7.11037400529657	6.65964328093294	5.83873712047175	6.08553539241037	6.21422574264566	6.69232015744206	5.26051646186486	5.1163360276578	6.03781510133089	6.81153923664551	6.15339454491119	5.64678675637568	5.93301173285787	5.81794881358589	5.67476858211982	5.48172982088193	6.81301998728657	7.01036108240426	7.24265215696204	7.41269451875674	6.96317478437501	5.33786875390966	5.43305035326068	5.48078281838403	5.61682045391178	5.02936959216496	5.13225228792928	4.93460385681516	4.62143379707682	4.46942668239728	4.62418244445097	3.85177837699126	3.82449521017336	3.90541719765829	4.11230801786105	3.91792025591452
gene_22	5.58580199309139	4.84868655264379	5.14469813307652	4.77978001556736	4.87050400573784	5.23738100086565	4.36230102069153	5.29444503284225	5.61484313655592	5.52498723040326	5.3598331885541	4.78585368414334	5.13543548566469	4.54648349995785	4.72515840132448	4.70823585915871	5.14988155401634	5.48932569588736	5.43038174137078	5.49042115764557	3.47413062901837	2.63278483062209	3.38593076242744	3.7580513553266	4.20850270896705	2.06462417558172	2.96941901149842	3.38666717453477	1.0818343718961	1.17660213843823	0	3.01762859505714	2.49540001478654	3.21236353300556	3.84751719050927	1.3316872369312	3.17055906999739	2.76308345783055	3.4275921318932	4.47306069469207
gene_23	4.67004038780618	4.88557287351654	4.26700938967539	4.4509545172602	4.47041675431152	3.9504030308045	4.015821374535	4.70916198915817	4.46965803457057	4.01591305813324	3.84069616701594	3.19711149266894	4.92919722925243	4.38706294025248	4.58737709045328	5.23529561558775	4.70538500478326	4.97082199543298	4.42091515079938	4.6642201775249	3.46327180862123	4.47535282512731	4.14779410249411	4.49739944764823	4.47774237893173	3.89373854856841	4.30703133115564	3.53629808932412	3.6558353608409	3.36023110699991	0.741787667642938	2.81194198681752	2.52840108539139	1.68549393487594	2.13501117455808	3.37840882785915	2.74378328851064	2.45093546506205	2.75923607502959	2.7925321612071
gene_24	3.95555612018754	4.09400459666917	4.21555474695725	3.88912757287951	3.98294305334749	3.99907530087103	4.07778116772916	4.07268099143142	4.27176057136671	3.86514210524872	1.9035634045976	1.86691035016012	1.74720212234296	2.4393105911755	1.11693594551728	3.50562948165965	3.31703825213732	3.33062002797334	3.71021420275172	3.49301109789093	4.0398517768151	3.92459586261298	4.03375589584241	4.19230667366404	4.20112759619301	3.92404806225731	3.88026829139848	3.96852927720528	3.94920408237474	3.87994735561133	1.67918029917312	2.13894749054758	1.32102506969196	1.73764844752346	1.39935397518426	2.27536686904215	2.83556761866478	3.17870623539548	3.01322036238432	3.08991520284031
gene_25	5.08520163996429	4.75402239913424	4.45511469574102	3.81574340736763	3.49058115365279	5.40679014784995	3.94606316468262	5.36166501720596	5.64306593265502	5.58473783857906	4.01306002565827	2.9681762908827	3.72599684291	3.88186025953227	3.23265862751354	3.72351785792908	4.58024639263556	5.3800582499911	4.82342010855109	4.45861506670296	3.5549973334757	3.24176076698568	4.01855084483561	3.91998616946847	5.52354168467994	2.74177847697513	2.95040617809399	3.91535773678028	3.73524486064833	2.79465883078199	2.91075180939552	2.70937685113392	2.17690196753319	2.05627973158218	2.68529904844398	2.57007436232211	2.71479230575567	3.70589820758768	3.03740315331166	3.06992059541989
gene_26	4.74612382606031	4.5729098271619	3.73886039987759	4.40064781367167	4.58036329624754	4.63894942546818	4.47589972508523	4.623782404059	4.63499586051268	4.54051499443954	7.3266370453995	7.16054975054969	7.4039002360817	6.93512665876996	7.29294638071026	5.7002317303419	6.02394707530365	5.90182783995143	5.90148058055374	6.2303262855152	5.64540614018235	5.25214178571755	4.72730983944438	4.3320596775833	4.65445237937349	4.7778211513837	4.3375252598711	4.92549123977511	4.12169451319388	4.21825320113682	7.9333558485747	7.74936327654137	8.21101456472082	7.32845928456163	7.39287341680327	6.79352923578568	6.05843854370477	5.94033953019851	6.43693326164317	5.85584573868128
gene_27	1.62094306087814	1.33012412540378	1.53445804592942	1.055147815497	0.730394055008768	1.15538965879398	1.80186382406193	1.96826168744755	1.55834432516015	1.45636100983081	2.52580435710585	1.50330728283983	1.91432891631197	3.39120741329457	1.99772488737648	2.89825191532374	3.83603914421417	3.53049433397168	3.82187327892433	3.07448635967226	0.865420492428284	0.84594175826542	1.37757119520068	0.586169764788795	1.14145569360203	1.40937773740668	1.46927844375332	1.92255762765638	0.839942131337016	1.33144647758321	3.6331074871563	4.15111889584528	4.54576138031616	5.09026112099551	4.22465396532091	4.00949135985597	4.53040855657532	4.6865814616251	4.72621227537485	4.86187273155003
gene_28	6.78566680993273	7.439056425532	7.32410252604034	7.21904141120173	7.27346368407397	6.7802332185515	7.34779501473343	7.20332132295929	6.85392515541188	7.04829120457549	8.99906831532979	8.40717701913609	8.3488657081195	9.08915693156757	8.19566499160531	7.58258383739324	7.90517609257364	8.01996029944532	10.2881373105363	8.77542590520807	7.64155889146561	7.8984905898274	6.941534137547	7.19000690994591	7.25391604869739	7.64902680321303	6.79924021278275	8.15015121871322	6.90566653249101	6.89396290791738	11.0614801173252	9.69140691479158	10.9602185454637	10.2403477823676	9.9266536833813	9.1167596251285	8.6204475451387	8.65876452554614	9.6248668030901	9.36300910644999
gene_29	1.33315625531223	1.21125135372065	1.25770368057841	1.58398458464706	1.63470615291987	1.8790141843168	1.71532782678062	1.71709023627436	2.0912774315927	1.24326696288043	1.42332868003021	1.01915315343444	1.66401324888237	0.958544984502865	1.43146740535643	2.37734827092351	2.35966548067208	1.27878475262816	2.60301151896934	2.10673457210336	2.00802703519873	1.51266166529629	1.5108138396554	1.39386283236636	1.43356145706222	2.03325208492117	2.05709399666663	2.14846799672015	2.07133367843828	1.38220458939036	5.07191803804286	4.80227863711654	5.88704128718084	5.16548326361944	4.16738476560646	3.60185643751732	3.97079428195273	3.32043009198884	4.10337023670757	3.6102488766733
gene_30	0	0	0	0	0	0	0	0	0.0390760479058628	0	0	0	0	0	0.0450962224313955	0	0.0562511082247186	0	0.208272170167257	0.082176465369182	0.0772619643638232	0	0	0.070159869703055	0	0.0698441470834085	0	0	0	0	3.63818962589277	3.89113501817465	4.97917661399452	3.51655514514465	3.76039963148799	0.16852137534872	0.873970083321301	1.05982511222253	1.64363583148727	0.610330696893619
gene_31	3.05151606814646	2.90394147486168	5.10610407154072	3.25083556468996	3.96860497736175	4.09621407328002	4.04462046934864	3.17666563645768	4.2315170534635	2.83028661780729	5.61409463821698	5.70746689076663	5.92993614831489	7.29254180804772	5.88249295545856	5.64676906299525	5.62995456567151	6.52076062714614	6.56138544035241	6.09537005511566	3.58072076855561	4.19017144946496	4.00303303608824	5.00712845988288	3.94088712223247	4.611328842784	4.76609532861062	5.09460510781604	3.57611729655988	4.11059304909594	6.45386205269567	6.42669569966527	7.32663944848837	7.17497419234266	6.76173682226588	6.34679457666371	6.92264635916563	6.91087511465411	7.16867573560303	7.41980060825861
gene_32	0.405611727611958	0.248879056785876	0.774503237621281	0.667759534920542	0.186609807488965	0.391851097596988	0.303546325517944	0.232520168507814	0.752236460343966	0.759379740758005	1.48088024689537	0.678195831137217	1.56434243763266	3.44975356632573	1.5780445566067	0.50644597298432	0.444042842334445	0.56438367854964	0.477339735721367	1.36399621892389	0.857041439404039	0.269524789132356	0.40681498818322	0.627100037740847	0.45989994825836	0.337812719702858	0.263807916383611	0.721780720702913	0.499925601689796	0.301959187228161	4.72979220067147	4.40039653825524	3.56428695403785	4.61479986004751	3.84854308821523	1.55779023681708	1.69626249168683	1.8683367728017	2.3317253830112	1.9535083723403
gene_33	3.4382602550681	3.17693405074284	4.12210743555247	2.71453667413259	2.7613269955446	3.14125532938348	3.62113358171202	2.7275880031012	2.9146197629173	3.12289073134216	6.88375997102376	7.10386423932772	6.60776079000591	6.72392469968061	6.0103501191245	5.7675563408029	5.69532688883463	6.16948264550434	5.91439940741328	5.72571823438078	3.29466039200172	3.18666892279609	3.52236491732683	3.98359823328539	3.58920165610569	3.38953396774758	4.04739362189359	3.54982073799838	3.24547497145778	3.164468886455	6.03581982732829	6.78974605364895	6.02643111110383	7.03585073779053	7.07570562378962	5.83188343883609	6.19087587800924	6.09678656783764	6.57167731689602	6.65020487887704
gene_34	6.97623944988312	7.36794131821554	8.56096652605322	7.64751483548966	7.69777903890668	7.65580483554638	7.84484024271314	7.68547033598753	7.42022323529196	7.22532274316364	10.2638983686071	9.88004525336369	9.87113856527419	10.3140954553033	9.99932602113125	8.83962568398053	9.54448049400269	9.75788165941681	10.7679377264598	10.073482263989	7.45514851023833	7.36015127497947	7.61459322453455	8.24701655627004	8.22809939476962	7.56739159698598	7.94825380242794	8.80054945242544	7.89178999819138	7.46714130561572	10.8581373960944	11.0581234045757	11.2905769646088	11.5812695246913	11.0022267956716	10.3773148705469	10.3327016372745	10.5805946569394	10.6632921222035	10.7407905461569
gene_35	3.16742195953294	2.85001144981366	1.69906950637624	3.11596553463917	3.65502171177337	2.83270106736865	2.53791699695669	2.53752104862072	2.1399087679978	2.87760699613225	6.99267756035328	7.63365497414196	7.39921290195331	6.11472430871876	7.33966842624022	6.06445289858109	5.61662770692152	5.57687045252099	5.20858382641107	6.38385888554535	3.60006262859975	3.81812148941377	3.57471946420065	3.38523404857574	3.04281941455911	2.71941319467664	2.22348184351246	2.43394943041287	2.45899273596743	2.42011090517886	6.29818436298857	6.16093542537198	6.64488294720713	5.98556906969483	6.88660699631515	5.95086258373605	4.96296620017792	5.15338679379574	4.84876745040834	4.8025378933694
gene_36	5.25958685806428	5.0725206228099	6.31575095511247	5.25207245172712	4.6605572632793	4.98968219165574	4.08344807136057	5.28472934506659	5.05743075253506	4.69896132369104	7.53717775437079	5.97034511672312	7.68110901442983	8.02994752528423	6.66315662519078	7.00878948117281	6.76057175874699	5.4254602907168	6.80780976079418	6.40055614284487	4.17799936844034	3.63014355929953	4.35884460677268	4.27200281456881	5.00938441096044	3.48790412868192	4.26000584218668	4.92776065151933	3.86888885639873	4.00493128915354	7.67033473443403	8.92731192449253	8.01514493846111	9.17856530324983	7.70791296968924	7.13504749379572	8.0474151471181	8.24419224653759	8.03631301362593	8.26970068334665
gene_37	0	0	0.193646561978612	0.066885198765114	0.197945150699286	0.366399362055752	0.723123495770932	0.661897296385113	0.133326698043062	0	0.160274788013698	0.383834070519444	0.228616515095671	0.0786240064393374	0.223986205061382	0.109813000119294	0.275385800846245	0	0.185211322152492	0.271063537444802	0.661656727859983	0.378646679098509	0.350000641308698	0.909629375013082	0.545095336204943	0.120963644336673	0.113188643912553	0	0.358083315976777	0.509937928601352	3.71554352719468	4.48778539294807	5.68473553905943	4.60945453628773	3.96465695923539	1.67202665727188	1.18460771094726	1.3280018022694	1.8717171716619	0.784406411191981
gene_38	1.06902448014215	0.784459469370132	2.93415610012894	1.14206356741868	0	1.22467768616385	0.80940503598064	0.534687863011505	1.15789162179465	1.24201840127236	3.91912775588106	4.32403006916555	4.55044832560047	5.7983909722251	4.3608722948969	4.73346654305679	5.33015414629362	5.2557635243271	4.97301391560379	4.92566550160462	0.923814285877501	1.38912158073585	0.397666816809245	2.08768457306742	2.13653803489302	1.49573689599319	1.52963930624786	1.23076891175325	1.39428251885066	1.15412782077034	4.14072991251113	4.85680733767412	5.36931582219172	5.38270448981912	5.01804608667881	4.64493552550012	4.63090963393931	4.42574893338151	4.32268769913824	4.64986309331131
gene_39	1.71157790302746	1.59188295242204	2.31310887185385	2.12936752306228	0.962232387590476	0.377845891372476	2.0621575585555	1.43236497496522	1.2565727510946	2.01545955525269	2.02086108068311	2.61552400153204	2.02469849383014	3.40865896838179	2.55483739502434	1.71290438040532	1.84196117892682	2.50623134544926	1.65406419123446	2.06731940819599	2.48188876529722	1.95670561612207	1.51981067191048	1.87570958332445	1.706997343746	2.17116692990162	0.225311637807782	1.484687809383	0	0.795457639541775	5.51116880544481	5.1008279218635	6.03803450457831	5.45978923033345	5.29117879502601	3.52729875885579	3.35845663005005	2.67055106791183	4.13259316422903	3.9198433479055
gene_40	0.578402247347252	0.404374238180769	0.57572036173712	0.505213054448753	0.549151895363944	0.386194474593824	0.0552081615401254	0.483157857000412	0.617867436090276	0.417321183506297	0.532071854350081	0.281811234256116	0.462089016932443	0.890365232849216	0.653258578262289	0.342939982642278	0.399037426479513	0.56305845169642	0.40049156983531	0.301191253615643	0.973543545375275	0.560387539096003	0.881844050044534	0.476182051313505	0.615305584059535	0.671136953400966	0.407192183771884	1.0729335673644	0.461129745746903	0.735354215524395	5.56931225065256	4.79927885545252	5.32004712157832	5.05433308732881	4.39497437534971	2.08228835484636	1.61310050628693	1.47823466469228	2.67216283322231	1.17456018203458
gene_41	0.554475942116984	0.718194864509892	0.496985937755933	0.217528987298147	0.800617049459103	0.156060804409225	0.202861896031311	0.116647023942544	0.452511946394373	0.461676033690464	2.89559385380743	2.01698548949672	2.64777602806727	2.94337555963886	2.52420062956211	2.65891931301997	2.40199361491747	0.936087930082964	2.10014611430616	1.1900399492808	0.884644214811594	0.328374111926871	0.29587917448354	0.471623528215889	0.669186912656383	0.250687361498093	0.210818252809663	0.071153597662784	0.166402698674839	0.183360577724378	3.70387186194382	4.75757505239852	3.91980267005221	5.04369812029224	3.19524565796268	3.87902271215095	3.90237992500023	3.79560954416091	3.95474094357979	3.60273202702205
